SaveGameType TagID VersionIn VersionOut SaveVersionIn SaveVersionOut TypeID XMLName1 XMLName2
0 655 104 -1 -1 -1 16 DialogPartLinkedAction LinkedAction
0 286 23 -1 -1 -1 16 DialogPartAnswerText AnswerText
0 287 23 -1 -1 -1 1 DialogPartReturn Return
0 288 23 -1 -1 -1 0 DialogPartRemove Remove
0 289 23 -1 -1 -1 16 DialogPartNextDialog NextDialog
0 465 41 -1 -1 -1 16 DialogPartAltText AltText
0 466 41 -1 -1 -1 0 DialogPartUseAltText UseAltText
1 317 -1 -1 23 -1 0 DialogPartAvailable Available
0 885 194 -1 -1 -1 16 DialogPartValue Value
0 886 194 -1 -1 -1 1 DialogPartValueOperator ValueOperator
0 887 194 -1 -1 -1 1 DialogPartValueInt ValueInt
1 921 -1 -1 201 -1 0 DialogPartUsed Used
Table: 13 Sprites

0 237 18 -1 -1 -1 15 SpriteSprite Sprite
Table: 14 Texts

0 761 167 -1 -1 -1 18 TextTextLanguages TextLanguages
Table: 15 Cursors

0 647 99 -1 -1 -1 16 CursorActiveAnimation ActiveAnimation
0 648 99 -1 -1 -1 16 CursorInactiveAnimation InactiveAnimation
Table: 16 CommentSets

0 557 48 -1 -1 -1 17 CommentSetEntries Entries
Table: 17 Outfits

0 267 1 -1 -1 -1 17 OutfitWalkAnimations WalkAnimations
0 268 1 -1 -1 -1 17 OutfitTalkAnimations TalkAnimations
0 321 1 -1 -1 -1 17 OutfitRandomAnimations RandomAnimations
0 269 1 -1 -1 -1 17 OutfitCharacterAnimations CharacterAnimations
0 383 38 -1 -1 -1 17 OutfitStandingAnimations StandingAnimations
2 270 1 -1 -1 -1 1 OutfitCharacterSpeed CharacterSpeed
0 708 140 -1 -1 -1 3 OutfitModel Model
2 710 140 -1 144 -1 1 OutfitCameraHeight CameraHeight
2 711 140 -1 144 -1 1 OutfitCameraAngle CameraAngle
2 712 140 -1 144 -1 0 OutfitUseLight UseLight
2 713 140 -1 144 -1 4 OutfitLightPosX LightPosX
2 714 140 -1 144 -1 4 OutfitLightPosY LightPosY
2 715 140 -1 144 -1 4 OutfitLightPosZ LightPosZ
2 716 140 -1 144 -1 1 OutfitLightColor LightColor
2 718 142 -1 144 -1 1 OutfitModelScaleFactor ModelScaleFactor
2 721 142 -1 144 -1 0 OutfitModelUseToonShading ModelUseToonShading
2 722 142 -1 144 -1 1 OutfitModelToonNuances ModelToonNuances
2 723 142 -1 144 -1 0 OutfitModelShowOutline ModelShowOutline
2 724 142 -1 144 -1 1 OutfitModelOutlineColor ModelOutlineColor
2 725 142 -1 144 -1 1 OutfitModelOutlineWidth ModelOutlineWidth
0 728 143 -1 -1 -1 11 OutfitModelTextures ModelTextures
2 729 144 -1 144 -1 1 OutfitAmbientLightColor AmbientLightColor
2 750 160 -1 160 -1 1 OutfitModelShadowVisibility ModelShadowVisibility
0 756 163 -1 -1 -1 1 OutfitRandomMinTime RandomMinTime
0 757 163 -1 -1 -1 1 OutfitRandomMaxTime RandomMaxTime
0 751 160 -1 -1 -1 1 OutfitModelShadow ModelShadow
0 752 160 -1 -1 -1 1 OutfitModelAmbientOcclusion ModelAmbientOcclusion
0 762 168 -1 -1 -1 0 OutfitSlideWalkAnimation SlideWalkAnimation
0 807 180 -1 -1 -1 11 OutfitModelFiles ModelFiles
0 810 180 -1 -1 -1 17 OutfitTurnAnimations TurnAnimations
0 867 190 -1 -1 -1 1 OutfitModelTurnSpeed ModelTurnSpeed
Table: 18 Languages

Table: 19 TextLanguages

0 256 1 -1 -1 -1 2 TextLanguageText Text
0 257 1 -1 -1 -1 3 TextLanguageSound Sound
0 258 1 -1 -1 -1 16 TextLanguageLanguage Language
Table: 20 Values

2 328 1 -1 43 -1 1 ValueInt Int
0 345 25 -1 -1 -1 0 ValueRandom Random
0 346 25 -1 -1 -1 1 ValueRandomMin RandomMin
0 347 25 -1 -1 -1 1 ValueRandomMax RandomMax
2 632 100 -1 100 -1 2 ValueString String
2 805 184 -1 184 -1 4 ValueFloat Float
Table: 21 Loadings

0 357 1 -1 -1 -1 3 LoadingMusic Music
0 353 1 -1 -1 -1 15 LoadingSprite Sprite
0 355 99 -1 -1 -1 15 LoadingStatusSprite StatusSprite
0 356 1 -1 -1 -1 0 LoadingStatusCover StatusCover
Table: 22 Particles

0 392 41 -1 -1 -1 3 ParticleTexture Texture
0 393 41 -1 -1 -1 1 ParticleMaterialMode MaterialMode
0 394 41 -1 -1 -1 1 ParticleTilesX TilesX
0 395 41 -1 -1 -1 1 ParticleTilesY TilesY
0 396 41 -1 -1 -1 1 ParticleType Type
0 399 41 -1 -1 -1 1 ParticleEmitterType EmitterType
0 403 41 -1 -1 -1 1 ParticleMaxParticles MaxParticles
0 404 41 -1 -1 -1 4 ParticlePerTime PerTime
0 405 41 -1 -1 -1 1 ParticlePhiX PhiX
0 406 41 -1 -1 -1 1 ParticlePhiY PhiY
0 407 41 -1 -1 -1 4 ParticleMinSize MinSize
0 408 41 -1 -1 -1 4 ParticleMaxSize MaxSize
0 409 41 -1 -1 -1 4 ParticleMinVelocity MinVelocity
0 410 41 -1 -1 -1 4 ParticleMaxVelocity MaxVelocity
0 411 41 -1 -1 -1 1 ParticleMinLife MinLife
0 412 41 -1 -1 -1 1 ParticleMaxLife MaxLife
0 413 41 -1 -1 -1 1 ParticleMinColor MinColor
0 414 41 -1 -1 -1 1 ParticleMaxColor MaxColor
0 415 41 -1 -1 -1 1 ParticleRotationX RotationX
0 416 41 -1 -1 -1 1 ParticleRotationZ RotationZ
0 417 41 -1 -1 -1 1 ParticleActiveStages ActiveStages
0 418 41 -1 -1 -1 1 ParticleBlendColor0 BlendColor0
0 419 41 -1 -1 -1 1 ParticleBlendColor1 BlendColor1
0 420 41 -1 -1 -1 1 ParticleBlendColor2 BlendColor2
0 421 41 -1 -1 -1 1 ParticleBlendColor3 BlendColor3
0 422 41 -1 -1 -1 12 ParticleBlendColorCurve0 BlendColorCurve0
0 423 41 -1 -1 -1 12 ParticleBlendColorCurve1 BlendColorCurve1
0 424 41 -1 -1 -1 12 ParticleBlendColorCurve2 BlendColorCurve2
0 425 41 -1 -1 -1 12 ParticleBlendColorCurve3 BlendColorCurve3
0 426 41 -1 -1 -1 10 ParticleColorControlPoints0 ColorControlPoints0
0 427 41 -1 -1 -1 10 ParticleColorControlPoints1 ColorControlPoints1
0 428 41 -1 -1 -1 10 ParticleColorControlPoints2 ColorControlPoints2
0 429 41 -1 -1 -1 10 ParticleColorControlPoints3 ColorControlPoints3
0 430 41 -1 -1 -1 1 ParticleForceType ForceType
0 431 41 -1 -1 -1 4 ParticleForceStrength ForceStrength
0 432 41 -1 -1 -1 1 ParticleForceRotationX ForceRotationX
0 433 41 -1 -1 -1 1 ParticleForceRotationZ ForceRotationZ
0 434 41 -1 -1 -1 4 ParticleForceXPos ForceXPos
0 435 41 -1 -1 -1 4 ParticleForceYPos ForceYPos
0 436 41 -1 -1 -1 4 ParticleForceZPos ForceZPos
0 437 41 -1 -1 -1 4 ParticleForceBlend ForceBlend
0 438 41 -1 -1 -1 12 ParticleBlendSizeCurve BlendSizeCurve
0 439 41 -1 -1 -1 10 ParticleSizeControlPoints SizeControlPoints
0 443 41 -1 -1 -1 1 ParticleBlendMaxTile BlendMaxTile
0 444 41 -1 -1 -1 12 ParticleBlendTilesCurve BlendTilesCurve
0 445 41 -1 -1 -1 10 ParticleBlendTilesControlPoints BlendTilesControlPoints
0 741 152 -1 -1 -1 1 ParticlePosX PosX
0 742 152 -1 -1 -1 1 ParticlePosY PosY
0 746 157 -1 -1 -1 1 ParticleEmitterSizeX EmitterSizeX
0 747 157 -1 -1 -1 1 ParticleEmitterSizeY EmitterSizeY
0 748 157 -1 -1 -1 1 ParticleEmitterSizeZ EmitterSizeZ
Table: 23 ParticleContainers

0 451 1 -1 -1 -1 17 ParticleContainerParticles Particles
0 446 41 -1 -1 -1 4 ParticleContainerCameraZPosition CameraZPosition
0 447 41 -1 -1 -1 4 ParticleContainerCameraZoom CameraZoom
0 442 41 -1 -1 -1 1 ParticleContainerLeadTime LeadTime
0 806 180 -1 -1 -1 2 ParticleContainerSettings Settings
0 824 181 -1 -1 -1 16 ParticleContainerPreviewScene PreviewScene
0 931 1 -1 -1 -1 17 ParticleContainerSubParticles SubParticles
Table: 24 ActiveTexts

1 624 1 -1 -1 -1 16 TextSavedObject SavedObject
1 521 1 -1 -1 -1 2 TextRemainingText RemainingText
1 522 1 -1 -1 -1 2 TextCurrentText CurrentText
1 523 1 -1 -1 -1 13 TextPosition Position
1 524 1 -1 -1 -1 1 TextTimeToWait TimeToWait
1 525 1 -1 -1 -1 1 TextTimeElapsed TimeElapsed
1 526 1 -1 -1 -1 16 TextFont Font
1 527 1 -1 -1 -1 0 TextBackground Background
1 529 1 -1 -1 -1 0 TextActive Active
1 530 1 -1 -1 -1 0 TextWaitForAudio WaitForAudio
1 684 -1 -1 125 -1 16 TextOwner Owner
1 744 -1 -1 155 -1 1 TextAlignment Alignment
Table: 25 ActiveActions

1 625 1 -1 -1 -1 16 ActionSavedObject SavedObject
1 488 1 -1 -1 -1 0 ActionActionPartStarted ActionPartStarted
1 489 1 -1 -1 -1 1 ActionActionPartIndex ActionPartIndex
1 490 1 -1 -1 -1 1 ActionContinueWaitForEndIfElse ContinueWaitForEndIfElse
1 491 1 -1 -1 -1 0 ActionTimerStarted TimerStarted
1 492 1 -1 -1 -1 1 ActionPauseTime PauseTime
1 842 1 -1 -1 -1 1 ActionSavedValue SavedValue
Table: 26 ActiveAnimations

1 626 1 -1 -1 -1 16 AnimationSavedObject SavedObject
1 493 1 -1 -1 -1 1 AnimationLoops Loops
1 541 -1 -1 42 -1 0 PlayOppositeDirection iteDirection
1 494 1 -1 -1 -1 1 AnimationCurrentSpriteIndex CurrentSpriteIndex
1 495 1 -1 -1 -1 13 AnimationCurrentSpritePos CurrentSpritePos
1 496 1 -1 -1 -1 13 AnimationCurrentPosition CurrentPosition
1 497 1 -1 -1 -1 1 AnimationCalledTime CalledTime
1 499 1 -1 -1 -1 4 AnimationSize Size
1 500 1 -1 -1 -1 0 AnimationWaiting Waiting
1 501 1 -1 -1 -1 1 AnimationWaitingTime WaitingTime
1 542 -1 -1 42 -1 1 FrameCount t
1 577 -1 -1 54 -1 0 AnimationPreloaded Preloaded
1 580 -1 -1 56 -1 0 AnimationActive Active
1 644 -1 -1 99 -1 1 AnimationFirstFrame FirstFrame
1 645 -1 -1 99 -1 1 AnimationLastFrame LastFrame
1 691 -1 -1 133 -1 0 AnimationStartedByUser StartedByUser
Table: 27 CommentSetEntries

0 559 1 -1 -1 -1 16 CommentSetEntryText Text
0 560 1 -1 -1 -1 16 CommentSetEntryCommand Command
Table: 28 AnimationFrames

0 571 1 -1 -1 -1 1 AnimationFrameIndex Index
0 572 1 -1 -1 -1 3 AnimationFrameSound Sound
0 573 1 -1 -1 -1 1 AnimationFrameSoundVolume SoundVolume
0 574 1 -1 -1 -1 1 AnimationFrameSoundBalance SoundBalance
0 575 1 -1 -1 -1 16 AnimationFrameAction Action
Table: 29 WaySystems

0 638 1 -1 -1 -1 8 WaySystemBorder Border
0 639 1 -1 -1 -1 17 WaySystemPoints Points
Table: 30 Scripts

0 652 1 -1 -1 -1 2 ScriptScript Script
0 653 1 -1 -1 -1 1 ScriptType Type
Table: 31 InterfaceClasses

0 660 114 -1 -1 -1 2 InterfaceClassName Name
Table: 32 ActionAreas

0 674 120 -1 -1 -1 8 ActionAreaPolygon Polygon
0 675 120 -1 -1 -1 17 ActionAreaActions Actions
0 949 206 -1 -1 -1 0 ActionAreaDisabled Disabled
Table: 33 AreaActions

0 678 120 -1 -1 -1 16 AreaActionCharacter Character
0 679 120 -1 -1 -1 0 AreaActionExecuteAlways ExecuteAlways
0 680 120 -1 -1 -1 16 AreaActionAction Action
Table: 34 ScriptVariables

1 695 -1 -1 133 -1 1 ScriptVariableValueType ValueType
1 694 -1 -1 133 -1 1 ScriptVariableKeyType KeyType
1 696 -1 -1 133 -1 2 ScriptVariableValue Value
1 697 -1 -1 133 -1 0 ScriptVariableIsGlobalVar IsGlobalVar
1 698 -1 -1 133 -1 17 ScriptVariableItems Items
Table: 35 Models

0 706 140 -1 -1 -1 3 ModelModel Model
0 707 140 -1 -1 -1 11 ModelTextures Textures
Table: 36 Shaders

0 821 181 -1 -1 -1 2 ShaderFS FS
0 822 181 -1 -1 -1 2 ShaderVS VS
0 823 181 -1 -1 -1 2 ShaderCompiled Compiled
Table: 37 AudioBusses

0 830 184 -1 -1 -1 17 AudioBusLinks Links
0 829 184 -1 -1 -1 1 AudioBusType Type
0 831 184 -1 -1 -1 2 AudioBusSettings Settings
0 836 184 -1 -1 -1 17 AudioBusValues Values
0 837 184 -1 -1 -1 17 AudioBusEvents Events
0 850 187 -1 -1 -1 16 AudioBusOutputBus OutputBus
0 881 194 -1 -1 -1 17 AudioBusLinkedObjects LinkedObjects
Table: 38 Events

0 864 189 -1 -1 -1 16 EventAction Action
0 865 189 -1 -1 -1 16 EventStartBus StartBus
0 866 189 -1 -1 -1 16 EventStopBus StopBus
Table: 39 Plugins

0 860 189 -1 -1 -1 0 PluginActive Active
0 861 189 -1 -1 -1 2 PluginDirectory Directory
0 862 189 -1 -1 -1 2 PluginData Data
0 917 199 -1 -1 -1 16 PluginComponent Component
Table: 40 BlockContainers

0 870 192 -1 -1 -1 17 BlockContainerBlocks Blocks
0 903 197 -1 -1 -1 2 BlockContainerCode Code
0 904 197 -1 -1 -1 2 BlockContainerSource Source
0 922 202 -1 -1 -1 13 VBlockContainerPos rPos
0 923 202 -1 -1 -1 4 VBlockContainerZoom rZoom
Table: 41 Blocks

0 875 192 -1 -1 -1 2 BlockTypeName TypeName
0 874 192 -1 -1 -1 2 BlockConfig Config
0 873 192 -1 -1 -1 17 BlockLinks Links
0 876 192 -1 -1 -1 13 BlockPosition Position
0 878 192 -1 -1 -1 0 BlockActive Active
0 889 195 -1 -1 -1 1 BlockType Type
Table: 42 Curves

0 895 196 -1 -1 -1 8 CurvePoints Points
0 896 196 -1 -1 -1 1 CurveType Type
Table: 43 Components

0 899 197 -1 -1 -1 1 ComponentType Type
0 900 197 -1 -1 -1 2 ComponentData Data
0 901 197 -1 -1 -1 17 ComponentLinks Links
0 925 203 -1 -1 -1 16 ComponentSubObject SubObject

